id,org_name,organization_type,breach_type,total_affected,severity_level,reporting_delay_days,breach_duration_days,third_party_flag,risk_score,operational_risk_level,risk_owner,incident_status,remediation_action,remediation_due_date,remediation_overdue_flag
ce01418b-b4fe-534c-aa20-f92f9e19948a,Carnival Corporation & PLC,BSO,HACK,,Unreported,326.0,103.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2020-03-16,True
1510cba6-9b6b-5ef3-b6d4-ee9068902fc6,The Village Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2019-09-26,True
a6ff8654-230a-5931-880d-bd36a64edcec,St. Mary's Credit Union,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2019-05-22,True
1aac59f0-a0c9-5b57-a610-8268287ec7eb,The Institute of Culinary Education,EDU,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2025-11-06,True
77aa1cab-1fb8-5fe1-824e-89f8461311dc,Mortgage Industry Advisory Corporation,BSF,UNKN,856.0,Low,149.0,1.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-10-01,True
ed15d8ce-b595-5e72-bf65-928ad3cfa658,Dermatologists of Southwest Ohio,MED,PHYS,733.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2019-01-19,True
9aa16aff-49cd-54c9-a59c-19e81794efef,Talcott Resolution Life Insurance Company,BSF,HACK,,Unreported,,,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2023-08-10,True
051c6ca4-3d7e-570d-8917-0410670f4d7d,"Alliance Solutions Group, doing business as TalentLaunch",BSO,HACK,,Unreported,278.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-04-03,True
e0e9fcb5-6678-5e72-a376-501642497dd6,"Mid-Atlantic Women's Care, PLC",MED,HACK,,Unreported,297.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-02-25,True
87bf414e-f519-595d-a763-0aa1fe699b50,"IES Communications, LLC",BSO,HACK,,Unreported,112.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-08-06,True
5376a842-6bfd-5ef6-8f7b-18057f214dbb,"SciTech Services, Inc.",BSO,HACK,,Unreported,93.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-03-02,True
2b28384a-89a1-5c4d-b5ad-165b247aac9f,Health Care Service Corporation,MED,PHYS,511.0,Low,456.0,0.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2012-11-25,True
0a1c5e41-160d-57b7-932e-368fc78f8fec,Carpenter Co.,BSO,HACK,,Unreported,177.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-10-11,True
57cc9719-3145-5e43-b820-4ff6097f8fbe,Smithfield Specialty Foods Group LLC,BSR,HACK,22103.0,High,582.0,385.0,True,9,Critical,Third-Party Risk Management,Escalated,Immediate executive escalation and corrective action plan required,2023-07-06,True
ac8811d3-a7ba-506d-a38b-b527b20f75bd,Pennsylvania Adult and Teen Challenge,NGO,HACK,,Unreported,197.0,3.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-03-11,True
b62e8710-ea45-5df8-839f-12868b0570fe,Drivestream Inc.,BSO,UNKN,507.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2026-01-21,True
9046f28b-28ce-5e67-9439-7541e8f2eee9,Cambridge School of Weston,EDU,HACK,,Unreported,298.0,103.0,True,8,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2020-12-15,True
ee733e0e-e14e-5018-b602-46d378e9b33c,"Pension Benefit Information, LLC",NGO,HACK,,Unreported,298.0,1.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-04-21,True
4ac1c4b6-b45c-50e6-8cf7-67fbe8539ea0,Morgan Stanley,BSF,STAT,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2020-08-09,True
18d3c9f7-5eb1-5cde-9f7a-64b70e6016b1,Rockand Trust Company,BSF,PHYS,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-11-15,True
5df000e9-eb22-5541-9b76-17d93c8459a5,"Engelman Berger, PC",BSO,HACK,484.0,Low,334.0,30.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2020-12-30,True
978d798d-e7ca-5f7a-99bf-3db5b3a76fd9,Endeavor Health,MED,UNKN,,Unreported,32.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-10-05,True
bcd0e8d3-25fa-5447-ac12-640301661680,Soo Co-op Credit Union,BSF,UNKN,,Unreported,30.0,,False,2,Low,Data Governance Team,Monitoring,Complete impact assessment and update affected population count,2015-03-15,True
a2d6c3d6-69de-5e7b-87bb-67ddee4cb14e,Cedarville University,EDU,UNKN,241.0,Low,15.0,,False,1,Low,Operational Risk Team,Monitoring,Monitor incident and maintain standard governance review,2018-04-16,True
cc0e5ea9-e13d-523b-8bd8-c7ba0916f1b2,Monte Nido,UNKN,UNKN,41662.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2024-09-08,True
038ad338-5f8b-542d-bf9d-ab55a51c50ed,"The Lash Group, LLC",BSO,HACK,,Unreported,103.0,49.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2024-06-17,True
8a15ec68-8e43-5c72-8594-ae342356cda5,"R.J. Grondin & Sons, Inc.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2024-06-02,True
0737daf6-e9c2-5f54-a5e2-100e5db47b39,Main Line Investment Partners,BSF,HACK,,Unreported,70.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-10-28,True
f47d23e9-5d38-5605-80e4-e0a83a8cef4f,University of Alaska,EDU,HACK,,Unreported,483.0,2.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2022-11-12,True
a7a70f00-ebfb-5df3-a7e2-d719bb6ece12,Memorial Hospital and Manor,MED,HACK,,Unreported,98.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-03-10,True
8726e8f7-24b0-5620-897b-09dd377b0744,RM Chin & Associates Inc.,BSO,UNKN,71.0,Low,57.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2018-04-20,True
623b8e97-2491-5000-a232-bebbc240fb0c,"Etz Hayim Holdings, SPC. d/b/a Lazarus Naturals",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2020-12-30,True
2d0463d4-5c04-590a-b48b-e78cfcd01425,Detroit PBS,BSO,HACK,1694.0,Medium,193.0,19.0,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-03-23,True
57822e18-6c87-56cd-af09-0685d8b23463,Indiana Bureau of Motor Vehicles,GOV,UNKN,1.0,Low,3.0,,False,1,Low,Operational Risk Team,Monitoring,Monitor incident and maintain standard governance review,2019-11-15,True
167300cf-fe08-5a4c-986f-0dbdafa03438,Lombard International Life Assurance Company,BSF,HACK,,Unreported,49.0,1.0,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2023-07-31,True
c4cec741-2c9c-5399-9d5b-dc011bd76838,Andover Eye Associates,MED,UNKN,,Unreported,57.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2026-01-30,True
72cd56f3-8e71-574c-9ae0-5aca55cb2ff5,Frame It Easy,BSR,HACK,,Unreported,127.0,2.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-02-07,True
0e26adfd-2477-5c55-ae63-c126d84aff40,CPR AED Course LLC dba American Health Care Academy,EDU,HACK,,Unreported,113.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-04-21,True
70b444ae-66c2-5346-bae1-7623e74018a2,"Key West Hotels, LLC",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2019-05-02,True
7b0a6bbe-d1fa-5741-b377-cff45a031772,Palomar Health,MED,INSD,1309.0,Medium,698.0,0.0,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2018-02-07,True
8faa0c72-f0e7-5048-8664-79ab4ee17811,"Advance Stores Company, Incorporated",BSR,HACK,,Unreported,87.0,40.0,True,8,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2024-07-24,True
58321b20-e35d-5d12-96f7-f540521ebf3d,"Sovos Compliance, LLC",BSO,HACK,,Unreported,88.0,3.0,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2023-09-06,True
08303941-689d-52a3-90d0-f581fe374b5e,First Merchants Bank,BSF,UNKN,315.0,Low,14.0,,False,1,Low,Operational Risk Team,Monitoring,Monitor incident and maintain standard governance review,2018-05-27,True
3718fb57-751b-5fa7-9ae6-756817971c09,Wayne County Board of Developmental Disabilities,MED,HACK,536.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2019-08-24,True
84d808eb-497f-5b90-a4c6-df5a4c29aba9,"Kids' Chance of Maryland, Inc.",NGO,DISC,1.0,Low,190.0,160.0,False,5,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-05-09,True
15708afe-901f-588d-9150-4c885edf8e33,Self Regional Healthcare,MED,HACK,26696.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2025-08-16,True
5a7d2dc0-e142-58e6-b3c3-170c23870c08,Tablet Inc.,BSO,UNKN,577.0,Low,123.0,74.0,False,5,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2020-03-25,True
9a3d7f45-df71-55f1-a763-737efdf4adf9,Starwood Hotels,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-03-22,True
0d58a856-3d21-54fd-9cc8-414594f099ba,"Pinnacle Claims Management, Inc.",BSO,HACK,2048.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2022-12-03,True
5291dcfb-55f8-5db7-bd77-2902a9adef38,"Kinkead & Stilz, PLLC",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2022-08-05,True
8135f69e-1a4f-5a20-a302-1bb30530a8cb,Bankers Conseco Life Insurance Company,BSF,HACK,,Unreported,71.0,1.0,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2023-08-22,True
0f6749d4-7e2a-56be-b05e-547949aa0f20,4 Over LLC,BSO,HACK,12.0,Low,383.0,3.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-01-03,True
5421c4e3-9735-5d66-8daa-641d99219264,Resource Anesthesiology Associates of PA PC,MED,HACK,1372.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2022-12-07,True
a2eee4fc-bd30-5acd-81cb-e53f1396000d,Parrish Group PS,BSF,HACK,,Unreported,159.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-09-17,True
0433ded8-2b56-5c04-9664-71ae0b40fcf4,Golden Corral Corporation,BSO,HACK,183272.0,Critical,189.0,4.0,False,6,High,Operational Risk Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2024-03-01,True
5e949436-54c2-5e6e-b221-b624dcbe4bd0,"TDC Financial, Inc.",BSF,HACK,1.0,Low,261.0,18.0,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-11-07,True
5b406516-5ab0-5c6e-84dc-9ea3b594e1d8,Watertown Savings Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2016-07-23,True
51d66b84-4c01-577d-b0d2-f6c062a140c2,North Gem School District No. 149,EDU,HACK,,Unreported,,,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2025-01-24,True
40c18e11-831d-522c-aec5-43e412a44d3b,Insurance Technologies Corporation,BSO,HACK,,Unreported,76.0,5.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-06-13,True
05a38405-9e9b-5f9a-8590-152ae75c147a,Eastern Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2022-05-13,True
4795bc85-6891-570b-822c-5d64e47a4888,North Easton Savings Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2009-04-17,True
f9e77ce0-7bcd-529a-9b28-8b3b6975b6ce,James H Cunningham Insurance Agency Inc. d/b/a Cunningham Group,BSF,HACK,,Unreported,353.0,7.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2025-09-24,True
fde25bd0-9ec2-5e78-921e-92cf99c168b9,Earl Enterprises,UNKN,UNKN,,Unreported,310.0,299.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2019-04-12,True
fb812302-ece3-5020-8ffe-1a275e980d8d,Home Point Financial Corporation,BSF,UNKN,32642.0,High,82.0,,False,5,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2017-07-20,True
ec3042df-4925-549b-95fe-ab3ceecb71bd,Dick Blick Art Materials,BSR,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2012-05-09,True
9be4e55a-6f07-57d2-8334-8b7f0fdb74fe,Greenwood Regional Rehabilitation Hospital,MED,HACK,5823.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2024-04-28,True
0cebff7c-26d8-5507-9f44-c5e55f72c84f,"Dynamic Health Care, Inc.",MED,UNKN,,Unreported,250.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-08-15,True
355ee3e1-2e04-5c02-af4b-7d32d6c0110e,"BlockFi, Inc.",BSF,HACK,,Unreported,42.0,0.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2020-07-25,True
bad17739-0efc-5870-9bdf-4450c82056e4,"Setra Systems, Inc.",BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2024-11-02,True
3ad10beb-822e-5a11-b2db-feb2e92a1b19,"SCUF Gaming International, LLC",BSO,UNKN,32645.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2021-11-20,True
db8160f7-1f9f-5243-ae49-4862ff8852f4,LineMaster Switch Corp & Footworks LLC,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2021-02-03,True
0384c1de-f984-55d8-8ae0-273e71a5db7e,"HERITAGE OPERATIONS GROUP, LLC",BSO,UNKN,,Unreported,83.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-06-29,True
fb5dbc44-4d77-5a07-8b53-1a13c48b5880,"Chick-fil-A, Inc.",BSR,HACK,,Unreported,75.0,56.0,False,6,High,Data Governance Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2023-03-17,True
1c2ec2b4-2b15-58f7-a038-7006e5ac5be7,"The Neiman Marcus Group, LLC",BSR,PORT,160000.0,Critical,19.0,0.0,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2007-05-24,True
8da03c35-5021-5ffe-8420-1ebbc5385e46,"Franklin W. Olin College of Engineering, Inc.",EDU,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2023-01-19,True
c7a607e1-918d-50ba-a60c-cbfc82c4fb3d,EyeMed Vision Care LLC,MED,HACK,,Unreported,51.0,7.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2020-09-13,True
cccdf021-601b-5065-a6c1-f9ca7a60c586,"NCB Management Services, Inc.",BSF,HACK,,Unreported,107.0,5.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2023-06-18,True
fb9ede81-26b3-51d2-9b8b-10a5bb96181b,"Royell Manufacturing, Inc.",BSO,HACK,1208.0,Medium,95.0,4.0,False,4,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-11-03,True
75ceba2f-c5fd-560a-8c36-4ba070bb528c,CVS Health,MED,PHYS,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2018-03-29,True
1fdaa6fd-59ea-549a-9011-6a8529e1ebc8,Drs. Kelley & McDowell PA,MED,HACK,,Unreported,44.0,3.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-11-05,True
1e3a1809-694a-58f5-b8d7-0e971764eca4,Nura PLLC,MED,HACK,5207.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2025-12-21,True
de1fe185-23f7-508d-8c90-6cb40cc343bc,MW Online Beer & Wine,BSR,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2013-11-15,True
72052339-892f-56f8-9c60-0e9f4146b203,"Wellesley Asset Management, Inc.",BSF,UNKN,1920.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2024-10-20,True
a292d9d1-76c2-51e6-984f-40dec2e92131,"American Express Travel Related Services Company, Inc.",BSF,HACK,,Unreported,157.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2012-10-05,True
60fb97f5-9ae1-5037-9446-72ea9bcbb11c,"Carlos G. Otis Health Care Center, Inc. dba Grace Cottage Family Health and Hospital",MED,HACK,,Unreported,90.0,13.0,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2024-03-08,True
a3caf535-1411-55c6-bc71-d0ea05eb6060,"Wells Fargo Bank, N.A.",BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2023-10-08,True
cc8b7db0-7c04-5719-8b26-ade2c4b54e20,DLP Lampsource,BSR,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2009-08-26,True
54c7dfa1-1a9d-551d-b6d1-0029c284ff85,San Francisco General Hospital and Trauma Center,MED,INSD,2500.0,Medium,,,True,6,High,Third-Party Risk Management,Remediation In Progress,Initiate third-party risk review and vendor remediation assessment,2015-03-20,True
bf8981de-4bbb-58ee-93ba-fc8529a25bb4,Wise Construction Corporation,BSO,HACK,,Unreported,169.0,2.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-11-22,True
e3ffb97f-f629-5425-afa3-7297a39c9957,ASIS International,NGO,HACK,,Unreported,85.0,8.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-08-21,True
227cf6ec-a8fb-5298-8ead-c064d68d0e83,Bellxcell,UNKN,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2023-10-31,True
b70140dd-c1b4-54aa-8b15-df06287a1bb4,Renton School District,EDU,HACK,30373.0,High,231.0,21.0,False,5,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-03-30,True
d26aa314-f715-5489-86f8-407bee9508c4,"Arden Claims Service, LLC",BSO,HACK,138890.0,Critical,321.0,0.0,False,6,High,Operational Risk Team,Remediation In Progress,Review breach notification workflow and reporting escalation controls,2024-09-02,True
02b27706-0f85-539e-9d98-2b2f94f41e68,Discover Financial Services,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2013-03-27,True
6fcfe3dc-d77e-511e-a694-3c01ec80ead0,The John Buck Company,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2026-02-07,True
13544651-2158-5d71-97f0-575efd1e8f0a,"SCUF Gaming International, LLC",BSO,UNKN,36645.0,High,70.0,,False,5,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2021-06-03,True
fc5bdd04-668e-51f8-b658-a039c64f588a,Sanofi US Services Inc.,BSO,UNKN,,Unreported,99.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-06-29,True
7d88ad1e-1792-552d-91a2-33befcca18b8,Rockland Trust,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2017-11-04,True
b6bdba4c-fe92-5f2b-b91f-ac36e2e98a72,Evening Post Publishing Inc.,BSO,HACK,,Unreported,148.0,7.0,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2024-09-07,True
af7474d3-f303-5245-a75c-5b9a737c6d47,"OSI Systems, Inc.",BSO,HACK,,Unreported,78.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2026-04-10,True
87295fe1-2c39-5431-b9e2-543559474335,"Sensata Technologies, Inc. Health and Welfare Benefit Plan",NGO,HACK,15630.0,High,,,False,5,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2025-07-05,True
d5392798-1468-5e95-b7f5-62d8cff01ed5,Eastern Bank,BSF,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2016-09-07,True
2d4da9cf-6bf7-5da5-89ad-5875e8d58005,LPL Financial LLC,BSF,UNKN,297.0,Low,49.0,,False,3,Medium,Operational Risk Team,Under Review,Review breach notification workflow and reporting escalation controls,2018-05-10,True
cd2c9654-d034-51ac-b197-3c23a5a72d23,Yale University,EDU,HACK,,Unreported,95.0,,False,4,Medium,Data Governance Team,Under Review,Review breach notification workflow and reporting escalation controls,2022-12-14,True
2ce87998-6d52-56c9-ba6c-f65676368d62,The Beaver Excavating Company,BSO,UNKN,,Unreported,,,False,4,Medium,Data Governance Team,Under Review,Complete impact assessment and update affected population count,2022-01-28,True
e6eb0ee3-5f70-50ef-8a4a-16eccbd3cd04,"Financial Business and Consumer Solutions, Inc.",BSF,UNKN,546955.0,Critical,,,False,6,High,Operational Risk Team,Remediation In Progress,Monitor incident and maintain standard governance review,2024-08-07,True
afe37e10-4782-569c-ad0d-432d429c9cb4,Sta-home Health & Hospice,MED,STAT,1104.0,Medium,,,False,4,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2010-12-08,True
a897d23d-a96d-5384-a933-aac65e5605e3,SFCS Inc,BSO,UNKN,313.0,Low,,,False,3,Medium,Operational Risk Team,Under Review,Monitor incident and maintain standard governance review,2023-06-03,True
